0,1.55652937272e-29
1,5.50950099523e-06
2,1.3318109711e-05
3,0.000122616187402
4,0.00208791400123
5,0.160131731524
6,0.00699776074349
7,0.0203914256875
8,0.160131731524
9,0.0779688765404
10,0.975121663621
11,0.843367516945
12,0.538969519243
13,0.930441739652
14,0.996675359983
15,0.952842875027
16,0.767079826901
17,0.691469220293
18,0.691469220293
19,0.924031125348
20,0.884042084355
21,0.8317275282
22,0.924031125348
23,0.952842875027
24,0.8317275282
25,0.430880613822
26,0.998304751293
27,0.607622892467
28,0.691469220293
29,0.996209071151
30,0.607622892467
31,0.972362323417
32,0.984763852424
33,0.8317275282
34,0.8317275282
35,0.203132023645
36,0.998304751293
37,0.924031125348
38,0.51932273398
39,0.984763852424
40,0.607622892467
41,0.948123709131
42,0.499499500151
43,0.674121704191
44,0.253112990853
45,0.853837112592
46,0.549558245101
47,0.720309529174
48,0.1372415573
49,0.599987056189
50,0.686219018891
51,0.764090149961
52,0.1372415573
53,0.240608369841
54,0.489208283583
55,0.489208283583
56,0.193756497869
57,0.387100724504
58,0.283930503454
59,0.551417462396
60,0.457572457711
61,0.903276101573
62,0.994175901301
63,0.288956400436
64,0.724480287353
65,0.616461582005
66,0.990153556329
67,0.814075967937
68,0.299533394315
69,0.279862623078
70,0.465363242846
71,0.398193210958
72,0.206575262288
73,0.635640412887
74,0.811937410444
75,0.811088304725
76,0.866518395782
77,0.794022553381
78,0.976464563155
79,0.410732386495
80,0.497882817403
81,0.611828222471
82,0.611828222471
83,0.627710363995
84,0.343790544644
85,0.270441693128
86,0.224948927466
87,0.128446681823
88,0.396525444194
89,0.110675684653
90,0.317696219309
91,0.528350759774
92,0.97167946943
93,0.579097867899
94,0.430203932405
95,0.0749535708518
96,0.331001734632
97,0.443491934683
98,0.8225389156
99,0.458215150603
100,0.955113448568
101,0.270331880334
102,0.946888877247
103,0.589017630888
104,0.155518217905
105,0.0650799120156
106,0.434703652694
107,0.749601551412
108,0.103717194672
109,0.493738794707
